Empresa,No. Contrato,,folio,Solicitud Atendida,fechaRealizado,calle,Entre Calle 1,Calle 2,colonia,delegacion,GEOLOCALIZACION,Tipo,profundidad,largo,ancho,m2total,latitude,longitude,tipo,VALIDATION_STATUS,ERRORS
JDJ,6,,060141,,17/4/2026,ISABEL LA CATOLICA,NEZAHUALCOYOTL,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28694,-99.64292",SUPERFICIAL,0.07,1.73,1.32,2.28,19.28694,-99.64292,SUPERFICIAL,GREEN,
JDJ,6,,060142,,17/4/2026,IGNACIO PEREZ,ISABEL LA CATOLICA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28696,-99.64311",SUPERFICIAL,0.07,1.78,0.89,1.58,19.28696,-99.64311,SUPERFICIAL,GREEN,
JDJ,6,,060143,,17/4/2026,IGNACIO PEREZ,ISABEL LA CATOLICA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28697,-99.64323",SUPERFICIAL,0.07,2.58,0.79,2.04,19.28697,-99.64323,SUPERFICIAL,GREEN,
JDJ,6,,060144,,17/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28703,-99.64294",SUPERFICIAL,0.07,1.63,1.14,1.86,19.28703,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060145,,17/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28705,-99.64293",SUPERFICIAL,0.07,1.75,1.42,2.49,19.28705,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060146,,17/4/2026,ISABEL LA CATOLICA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28734,-99.64297",SUPERFICIAL,0.07,1.49,1.25,1.86,19.28734,-99.64297,SUPERFICIAL,GREEN,
JDJ,6,,060147,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28751,-99.64299",SUPERFICIAL,0.07,2.35,0.98,2.30,19.28751,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060148,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28759,-99.64294",SUPERFICIAL,0.07,0.98,0.90,0.88,19.28759,-99.64294,SUPERFICIAL,GREEN,
JDJ,6,,060149,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28758,-99.64293",SUPERFICIAL,0.07,1.35,1.34,1.81,19.28758,-99.64293,SUPERFICIAL,GREEN,
JDJ,6,,060151,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28776,-99.64298",SUPERFICIAL,0.07,3.53,2.07,7.31,19.28776,-99.64298,SUPERFICIAL,GREEN,
JDJ,6,,060152,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28796,-99.64297",SUPERFICIAL,0.07,1.41,1.21,1.71,19.28796,-99.64297,SUPERFICIAL,GREEN,
JDJ,6,,060153,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28796,-99.64299",SUPERFICIAL,0.07,5.30,1.57,8.32,19.28796,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060154,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28812,-99.64299",SUPERFICIAL,0.07,0.96,0.85,0.82,19.28812,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060155,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28811,-99.64298",SUPERFICIAL,0.07,1.26,1.15,1.45,19.28811,-99.64298,SUPERFICIAL,GREEN,
JDJ,6,,060156,,17/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28811,-99.64299",SUPERFICIAL,0.07,1.54,0.50,0.77,19.28811,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060157,,20/4/2026,ISABEL LA CATOLICA,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28811,-99.64299",SUPERFICIAL,0.07,1.16,0.91,1.06,19.28811,-99.64299,SUPERFICIAL,GREEN,
JDJ,6,,060158,,20/4/2026,MELERO Y PINA,ISABEL LA CATOLICA,GONZALEZ ARRATIA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28755,-99.64328",SUPERFICIAL,0.07,1.78,1.55,2.76,19.28755,-99.64328,SUPERFICIAL,GREEN,
JDJ,6,,060159,,20/4/2026,MELERO Y PINA,ISABEL LA CATOLICA,GONZALEZ ARRATIA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28753,-99.64357",SUPERFICIAL,0.07,1.51,1.09,1.65,19.28753,-99.64357,SUPERFICIAL,GREEN,
JDJ,6,,060160,,20/4/2026,MELERO Y PINA,ISABEL LA CATOLICA,GONZALEZ ARRATIA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28749,-99.64354",SUPERFICIAL,0.07,1.31,1.25,1.64,19.28749,-99.64354,SUPERFICIAL,GREEN,
JDJ,6,,060161,,20/4/2026,MELERO Y PINA,ISABEL LA CATOLICA,GONZALEZ ARRATIA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28749,-99.64354",SUPERFICIAL,0.07,1.10,0.86,0.95,19.28749,-99.64354,SUPERFICIAL,GREEN,
JDJ,6,,060162,,20/4/2026,IGNACIO PEREZ,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28693,-99.64258",SUPERFICIAL,0.07,1.97,0.95,1.87,19.28693,-99.64258,SUPERFICIAL,GREEN,
JDJ,6,,060163,,20/4/2026,IGNACIO PEREZ,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28692,-99.64259",SUPERFICIAL,0.07,0.94,0.62,0.58,19.28692,-99.64259,SUPERFICIAL,GREEN,
JDJ,6,,060164,,20/4/2026,IGNACIO PEREZ,ISABEL LA CATOLICA,ISIDRO FABELA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28694,-99.64197",SUPERFICIAL,0.07,3.01,2.36,7.10,19.28694,-99.64197,SUPERFICIAL,GREEN,
JDJ,6,,060165,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28708,-99.64056",SUPERFICIAL,0.07,1.25,1.22,1.53,19.28708,-99.64056,SUPERFICIAL,GREEN,
JDJ,6,,060166,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28709,-99.64057",SUPERFICIAL,0.07,1.24,1.18,1.46,19.28709,-99.64057,SUPERFICIAL,GREEN,
JDJ,6,,060167,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28717,-99.64056",SUPERFICIAL,0.07,2.08,1.54,3.20,19.28717,-99.64056,SUPERFICIAL,GREEN,
JDJ,6,,060168,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28717,-99.64056",SUPERFICIAL,0.07,2.07,1.34,2.77,19.28717,-99.64056,SUPERFICIAL,GREEN,
JDJ,6,,060169,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28730,-99.64052",SUPERFICIAL,0.07,2.02,1.70,3.43,19.28730,-99.64052,SUPERFICIAL,GREEN,
JDJ,6,,060170,,20/4/2026,IGNACIO PEREZ,FERNANDO MORENO,GUILLERMO PRIETO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28698,-99.64948",SUPERFICIAL,0.07,1.50,1.50,2.25,19.28698,-99.64948,SUPERFICIAL,GREEN,
JDJ,6,,060171,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28722,-99.64944",SUPERFICIAL,0.07,2.34,1.71,4.00,19.28722,-99.64944,SUPERFICIAL,GREEN,
JDJ,6,,060172,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28726,-99.64946",SUPERFICIAL,0.07,1.32,1.15,1.52,19.28726,-99.64946,SUPERFICIAL,GREEN,
JDJ,6,,060173,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28769,-99.64966",SUPERFICIAL,0.07,1.07,1.03,1.10,19.28769,-99.64966,SUPERFICIAL,GREEN,
JDJ,6,,060174,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28788,-99.64970",SUPERFICIAL,0.07,0.90,0.90,0.81,19.28788,-99.64970,SUPERFICIAL,GREEN,
JDJ,6,,060175,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28789,-99.64969",SUPERFICIAL,0.07,0.80,0.80,0.64,19.28789,-99.64969,SUPERFICIAL,GREEN,
JDJ,6,,060176,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28790,-99.64970",SUPERFICIAL,0.07,1.30,1.30,1.69,19.28790,-99.64970,SUPERFICIAL,GREEN,
JDJ,6,,060177,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28788,-99.64971",SUPERFICIAL,0.07,1.50,1.35,2.03,19.28788,-99.64971,SUPERFICIAL,GREEN,
JDJ,6,,060178,,20/4/2026,GUILLERMO PRIETO,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28788,-99.64971",SUPERFICIAL,0.07,0.65,0.50,0.33,19.28788,-99.64971,SUPERFICIAL,GREEN,
JDJ,6,,060179,,20/4/2026,GUILLERMO PRIETO,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28802,-99.64972",SUPERFICIAL,0.07,2.01,1.40,2.81,19.28802,-99.64972,SUPERFICIAL,GREEN,
JDJ,6,,060180,,20/4/2026,GUILLERMO PRIETO,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28800,-99.64976",SUPERFICIAL,0.07,1.88,1.38,2.59,19.28800,-99.64976,SUPERFICIAL,GREEN,
JDJ,6,,060181,,20/4/2026,GUILLERMO PRIETO,MELERO Y PIÑA,AV.MORELOS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28795,-99.64982",SUPERFICIAL,0.07,2.55,1.15,2.93,19.28795,-99.64982,SUPERFICIAL,GREEN,
JDJ,6,,060182,,20/4/2026,MELERO Y PINA,GUILLERMO PRIETO,FERNANDO MORENO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28756,-99.64025",SUPERFICIAL,0.07,5.06,1.05,5.31,19.28756,-99.64025,SUPERFICIAL,GREEN,
JDJ,6,,060183,,20/4/2026,MELERO Y PINA,GUILLERMO PRIETO,FERNANDO MORENO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28755,-99.64025",SUPERFICIAL,0.07,2.61,1.28,3.34,19.28755,-99.64025,SUPERFICIAL,GREEN,
JDJ,6,,060184,,20/4/2026,MELERO Y PINA,GUILLERMO PRIETO,FERNANDO MORENO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28762,-99.64066",SUPERFICIAL,0.07,1.93,1.75,3.38,19.28762,-99.64066,SUPERFICIAL,GREEN,
JDJ,6,,060185,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,SANTOS VILLA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28747,-99.64050",SUPERFICIAL,0.07,1.29,0.80,1.03,19.28747,-99.64050,SUPERFICIAL,GREEN,
JDJ,6,,060186,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,SANTOS VILLA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28747,-99.64050",SUPERFICIAL,0.07,1.60,1.50,2.40,19.28747,-99.64050,SUPERFICIAL,GREEN,
JDJ,6,,060187,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,SANTOS VILLA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28746,-99.64050",SUPERFICIAL,0.07,1.85,1.76,3.26,19.28746,-99.64050,SUPERFICIAL,GREEN,
JDJ,6,,060188,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,SANTOS VILLA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28643,-99.64050",SUPERFICIAL,0.07,2.44,1.93,4.71,19.28643,-99.64050,SUPERFICIAL,GREEN,
JDJ,6,,060189,,20/4/2026,FERNANDO MORENO,IGNACIO PEREZ,SANTOS VILLA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28640,-99.64049",SUPERFICIAL,0.07,2.50,1.67,4.18,19.28640,-99.64049,SUPERFICIAL,GREEN,
JDJ,6,,060190,,20/4/2026,FERNANDO MORENO,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28629,-99.64047",SUPERFICIAL,0.07,1.16,1.02,1.18,19.28629,-99.64047,SUPERFICIAL,GREEN,
JDJ,6,,060191,,20/4/2026,FERNANDO MORENO,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28629,-99.64047",SUPERFICIAL,0.07,1.13,1.10,1.24,19.28629,-99.64047,SUPERFICIAL,GREEN,
JDJ,6,,060192,,20/4/2026,FERNANDO MORENO,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28629,-99.64048",SUPERFICIAL,0.07,1.26,1.14,1.44,19.28629,-99.64048,SUPERFICIAL,GREEN,
JDJ,6,,060193,,20/4/2026,FERNANDO MORENO,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28626,-99.64050",SUPERFICIAL,0.07,3.23,0.67,2.16,19.28626,-99.64050,SUPERFICIAL,GREEN,
JDJ,6,,060194,,20/4/2026,FERNANDO MORENO,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28607,-99.64049",SUPERFICIAL,0.07,1.67,1.64,2.74,19.28607,-99.64049,SUPERFICIAL,GREEN,
JDJ,6,,060195,,20/4/2026,FERNANDO MORENO,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28602,-99.64051",SUPERFICIAL,0.07,1.71,1.25,2.14,19.28602,-99.64051,SUPERFICIAL,GREEN,
JDJ,6,,060196,,20/4/2026,FERNANDO MORENO,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28598,-99.64049",SUPERFICIAL,0.07,1.16,1.14,1.32,19.28598,-99.64049,SUPERFICIAL,GREEN,
JDJ,6,,060197,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,EMILIO CARRANZA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28635,-99.64022",SUPERFICIAL,0.07,1.35,0.80,1.08,19.28635,-99.64022,SUPERFICIAL,GREEN,
JDJ,6,,060198,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,EMILIO CARRANZA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28635,-99.64022",SUPERFICIAL,0.07,2.43,0.65,1.58,19.28635,-99.64022,SUPERFICIAL,GREEN,
JDJ,6,,060199,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,EMILIO CARRANZA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28636,-99.64016",SUPERFICIAL,0.07,1.80,1.37,2.47,19.28636,-99.64016,SUPERFICIAL,GREEN,
JDJ,6,,060200,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,EMILIO CARRANZA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28634,-99.64015",SUPERFICIAL,0.07,2.38,0.86,2.05,19.28634,-99.64015,SUPERFICIAL,GREEN,
JDJ,6,,060201,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,EMILIO CARRANZA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28631,-99.64014",SUPERFICIAL,0.07,4.10,0.82,3.36,19.28631,-99.64014,SUPERFICIAL,GREEN,
JDJ,6,,060202,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,GUILLERMO PRIETO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28633,-99.63964",SUPERFICIAL,0.07,1.66,1.12,1.86,19.28633,-99.63964,SUPERFICIAL,GREEN,
JDJ,6,,060203,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,GUILLERMO PRIETO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28632,-99.63965",SUPERFICIAL,0.07,1.00,0.90,0.90,19.28632,-99.63965,SUPERFICIAL,GREEN,
JDJ,6,,060204,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,GUILLERMO PRIETO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28633,-99.63926",SUPERFICIAL,0.07,1.83,1.59,2.91,19.28633,-99.63926,SUPERFICIAL,GREEN,
JDJ,6,,060205,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,GUILLERMO PRIETO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28631,-99.63924",SUPERFICIAL,0.07,3.22,2.55,8.21,19.28631,-99.63924,SUPERFICIAL,GREEN,
JDJ,6,,060206,,20/4/2026,SANTOS VILLA,FERNANDO MORENO,GUILLERMO PRIETO,SAN SEBASTIAN,SAN SEBASTIAN,"19.28620,-99.63904",SUPERFICIAL,0.07,1.82,1.67,3.04,19.28620,-99.63904,SUPERFICIAL,GREEN,
JDJ,6,,060207,,20/4/2026,EMILIO CARRANZA,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28622,-99.63898",SUPERFICIAL,0.07,1.36,1.18,1.60,19.28622,-99.63898,SUPERFICIAL,GREEN,
JDJ,6,,060208,,20/4/2026,EMILIO CARRANZA,SANTOS VILLA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28621,-99.63893",SUPERFICIAL,0.07,1.21,0.71,0.86,19.28621,-99.63893,SUPERFICIAL,GREEN,
JDJ,6,,060209,,20/4/2026,GUILLERMO PRIETO,EMILIO CARRANZA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28589,-99.63883",SUPERFICIAL,0.07,0.86,0.86,0.74,19.28589,-99.63883,SUPERFICIAL,GREEN,
JDJ,6,,060210,,20/4/2026,GUILLERMO PRIETO,EMILIO CARRANZA,VALENTIN GOMEZ FARIAS,SAN SEBASTIAN,SAN SEBASTIAN,"19.28592,-99.63885",SUPERFICIAL,0.07,1.17,1.15,1.35,19.28592,-99.63885,SUPERFICIAL,GREEN,
JDJ,6,,060211,,20/4/2026,EMILIO CARRANZA,SANTOS VILLA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28572,-99.63887",SUPERFICIAL,0.07,1.67,1.21,2.02,19.28572,-99.63887,SUPERFICIAL,GREEN,
JDJ,6,,060212,,20/4/2026,EMILIO CARRANZA,SANTOS VILLA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28732,-99.63874",SUPERFICIAL,0.07,2.30,2.20,5.06,19.28732,-99.63874,SUPERFICIAL,GREEN,
JDJ,6,,060213,,20/4/2026,EMILIO CARRANZA,SANTOS VILLA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28738,-99.63876",SUPERFICIAL,0.07,1.92,1.23,2.36,19.28738,-99.63876,SUPERFICIAL,GREEN,
JDJ,6,,060214,,20/4/2026,EMILIO CARRANZA,SANTOS VILLA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28738,-99.63876",SUPERFICIAL,0.07,2.12,1.67,3.54,19.28738,-99.63876,SUPERFICIAL,GREEN,
JDJ,6,,060215,,20/4/2026,EMILIO CARRANZA,SANTOS VILLA,IGNACIO PEREZ,SAN SEBASTIAN,SAN SEBASTIAN,"19.28738,-99.63876",SUPERFICIAL,0.07,2.07,1.62,3.35,19.28738,-99.63876,SUPERFICIAL,GREEN,
JDJ,6,,060216,,20/4/2026,EMILIO CARRANZA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28781,-99.63869",SUPERFICIAL,0.07,1.46,1.41,2.06,19.28781,-99.63869,SUPERFICIAL,GREEN,
JDJ,6,,060217,,20/4/2026,EMILIO CARRANZA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28777,-99.63872",SUPERFICIAL,0.07,1.20,1.05,1.26,19.28777,-99.63872,SUPERFICIAL,GREEN,
JDJ,6,,060218,,20/4/2026,EMILIO CARRANZA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28786,-99.63868",SUPERFICIAL,0.07,1.63,1.45,2.36,19.28786,-99.63868,SUPERFICIAL,GREEN,
JDJ,6,,060219,,20/4/2026,EMILIO CARRANZA,IGNACIO PEREZ,MELERO Y PIÑA,SAN SEBASTIAN,SAN SEBASTIAN,"19.28806,-99.63875",SUPERFICIAL,0.07,1.24,0.95,1.18,19.28806,-99.63875,SUPERFICIAL,GREEN,
